species,calls
Astragalus_pictiformis_P071_WD04,diploid
Astragalus_piletocladus_P063_WE06,diploid
Astragalus_pinetorum_P077_WG10,tetraploid
Astragalus_pinonis_P067_WB01,diploid
Astragalus_piscator_P074_WE01,diploid
Astragalus_piscinus_P026_WA10,diploid
Astragalus_pissisi_P040_WE09,diploid
Astragalus_piutensis_P114_WC10,triploid
Astragalus_plattensis_P028_WE07,tetraploid
Astragalus_platyphyllus_P063_WE09,triploid
Astragalus_platysematus_P009_WB04,tetraploid
Astragalus_platytropis_P009_WF01,tetraploid
Astragalus_podolobus_P010_WB03,triploid
Astragalus_polaris_P063_WE12,tetraploid
Astragalus_polyacanthus_P010_WD10,tetraploid
Astragalus_polybotrys_P008_WF06,tetraploid
Astragalus_polygala_P008_WA11,tetraploid
Astragalus_ponticus_P009_WC08,triploid
Astragalus_porrectus_P074_WD07,diploid
Astragalus_praelongus_P073_WE05,diploid
Astragalus_prattii_P013_WD09,tetraploid
Astragalus_preussii_P009_WB03,diploid
Astragalus_propinquus_P008_WD09,tetraploid
Astragalus_propinquus_P013_WF09,diploid
Astragalus_prorifer_P026_WA09,tetraploid
Astragalus_proximus_P074_WD05,diploid
Astragalus_przewalskii_P010_WE08,tetraploid
Astragalus_pseudocyclophyllus_P010_WA06,tetraploid
Astragalus_pseudocytisoides_P008_WA10,tetraploid
Astragalus_pseudomegalomerus_P013_WD05,tetraploid
Astragalus_pseudonobilis_P013_WC07,tetraploid
Astragalus_pseudoparrowianus_P117_WF07,tetraploid
Astragalus_pseudoutriger_P009_WA06,tetraploid
Astragalus_psilacanthus_P008_WG08,triploid
Astragalus_psilocentros_P063_WF02,tetraploid
Astragalus_pterocarpus_P073_WE06,diploid
Astragalus_pubentissimus_P074_WD11,diploid
Astragalus_puberulus_P009_WH11,triploid
Astragalus_pullus_P008_WD02,tetraploid
Astragalus_pulsiferae_P009_WF02,diploid
Astragalus_punctatus_P112_WE09,tetraploid
Astragalus_puniceus_P073_WB01,diploid
Astragalus_purshii_P010_WB11,triploid
Astragalus_pusillus_P009_WC07,tetraploid
Astragalus_pycnorhizus_P009_WF08,tetraploid
Astragalus_pycnostachyus_P009_WD11,diploid
Astragalus_quisqualis_P010_WC06,tetraploid
Astragalus_racemosus_P029_WB09,diploid
Astragalus_raddei_P007_WE12,tetraploid
Astragalus_rafaelensis_P009_WE06,diploid
Astragalus_rattanii_P009_WD10,diploid
Astragalus_recurvus_P009_WD08,diploid
Astragalus_reduncus_P009_WA03,tetraploid
Astragalus_reflexistipulus_P010_WC07,tetraploid
Astragalus_refractus_P009_WF08,tetraploid
Astragalus_remotiflorus_P007_WE10,tetraploid
Astragalus_remotus_P117_WE01,diploid
Astragalus_retamocarpus_P008_WG03,tetraploid
Astragalus_reuterianus_P008_WD08,tetraploid
Astragalus_reventiformis_P009_WD09,diploid
Astragalus_reventus_P009_WD06,diploid
Astragalus_rhacodes_P010_WF03,tetraploid
Astragalus_rhizanthus_P014_WA10,tetraploid
Astragalus_rhizocephalus_P007_WF08,tetraploid
Astragalus_richii_P009_WC03,diploid
Astragalus_ripleyi_P028_WH12,tetraploid
Astragalus_robbinsii_P009_WB11,diploid
Astragalus_robustus_P009_WA11,tetraploid
Astragalus_roemeri_P009_WA01,tetraploid
Astragalus_romasanus_P026_WA06,diploid
Astragalus_roseus_P008_WF03,tetraploid
Astragalus_rubrifolius_P008_WF04,tetraploid
Astragalus_rubromarginatus_P009_WA12,tetraploid
Astragalus_rubtzovii_P001_WF07,diploid
Astragalus_rupifragus_P008_WH12,triploid
Astragalus_rusbyi_P010_WB01,diploid
Astragalus_ruscifolius_P117_WE11,tetraploid
Astragalus_rytilobus_P063_WF08,tetraploid
Astragalus_sabulonum_P026_WD03,diploid
Astragalus_sabulosus_P009_WD12,diploid
Astragalus_sachalinensis_P009_WB01,triploid
Astragalus_salmonis_P008_WH02,tetraploid
Astragalus_sanctae-crucis_P009_WC09,tetraploid
Astragalus_sanctorum_P026_WA05,diploid
Astragalus_sanguineus_P026_WB11,diploid
Astragalus_saurinus_P009_WB02,diploid
Astragalus_saxifractor_P010_WA07,triploid
Astragalus_scaberrimus_P013_WC09,triploid
Astragalus_scaphoides_P114_WB12,diploid
Astragalus_schachdarinus_P010_WD05,triploid
Astragalus_schahrudensis_P009_WA09,tetraploid
Astragalus_schanginianus_P009_WA10,tetraploid
Astragalus_schelichowii_P009_WE08,triploid
Astragalus_scheremetevianus_P010_WB07,triploid
Astragalus_schimperi_P008_WG07,triploid
Astragalus_schistocalyx_P008_WG09,triploid
Astragalus_schmalhausenii_P063_WG02,tetraploid
Astragalus_schrenkianus_P013_WC06,diploid
Astragalus_schugnanicus_P007_WF01,tetraploid
Astragalus_scleroxylon_P010_WC12,tetraploid
Astragalus_scoparius_P009_WE12,tetraploid
Astragalus_scopulorum_P009_WB09,diploid
Astragalus_scorpiurus_P007_WF05,tetraploid
Astragalus_scutaneus_P026_WA04,diploid
Astragalus_secundus_P010_WD08,tetraploid
Astragalus_semenovii_P063_WF01,diploid
Astragalus_sempervirens_P026_WA03,triploid
Astragalus_sepultipes_P009_WB12,diploid
Astragalus_serenoi_P010_WA08,tetraploid
Astragalus_serpens_P074_WD01,tetraploid
Astragalus_sesameus_P014_WD02,tetraploid
Astragalus_sesamoides_P063_WE10,tetraploid
Astragalus_sesquiflorus_P008_WH09,tetraploid
Astragalus_setulosus_P073_WD12,tetraploid
Astragalus_sevangensis_P009_WA05,tetraploid
Astragalus_sewertzovii_P063_WE08,triploid
Astragalus_shagalensis_P009_WA04,tetraploid
Astragalus_sheldonii_P008_WH08,diploid
Astragalus_shevockii_P008_WH06,tetraploid
Astragalus_shinanensis_P008_WD10,tetraploid
Astragalus_shortianus_P008_WH07,diploid
Astragalus_shultziorum_P009_WD03,triploid
Astragalus_siahderrensis_P009_WE01,triploid
Astragalus_sieberi_P073_WF01,tetraploid
Astragalus_sikokianus_P010_WB05,diploid
Astragalus_siliceus_P008_WH05,diploid
Astragalus_simplicifolius_P008_WH04,tetraploid
Astragalus_sinicus_P008_WF02,triploid
Astragalus_sinuatus_P009_WD02,triploid
Astragalus_solandri_P011_WC02,tetraploid
Astragalus_solitarius_P009_WD01,triploid
Astragalus_sophoroides_P009_WC11,diploid
Astragalus_soxmaniorum_P029_WA07,diploid
Astragalus_spachianus_P063_WF10,tetraploid
Astragalus_spaldingii_P008_WH10,diploid
Astragalus_sparsiflorus_P009_WE10,diploid
Astragalus_spatulatus_P009_WE11,diploid
Astragalus_speirocarpus_P009_WE09,diploid
Astragalus_spinescens_P008_WG02,tetraploid
Astragalus_spinosus_P009_WH06,tetraploid
Astragalus_sprucei_P009_WC05,tetraploid
Astragalus_squarrosus_P013_WC04,diploid
Astragalus_stalinskyi_P063_WE11,triploid
Astragalus_stella_P011_WC03,triploid
Astragalus_stevenianus_P009_WA02,tetraploid
Astragalus_stewartii_P007_WF07,tetraploid
Astragalus_stipulatus_P010_WG01,tetraploid
Astragalus_stocksii_P009_WH08,triploid
Astragalus_straturensis_P009_WC10,diploid
Astragalus_striatiflorus_P009_WE07,diploid
Astragalus_strictus_P010_WC02,tetraploid
Astragalus_subcinereus_P073_WH04,triploid
Astragalus_suberosus_P073_WD10,tetraploid
Astragalus_submitis_P010_WC03,tetraploid
Astragalus_substipitatus_P117_WD04,tetraploid
Astragalus_subuliformis_P008_WG11,tetraploid
Astragalus_subumbellatus_P009_WB06,diploid
Astragalus_subvestitus_P009_WG06,tetraploid
Astragalus_succumbens_P009_WE04,diploid
Astragalus_suffalcatus_P009_WH10,tetraploid
Astragalus_sulcatus_P013_WC10,diploid
Astragalus_sumbari_P010_WC02,tetraploid
Astragalus_sungpanensis_P013_WF01,tetraploid
Astragalus_susianus_P063_WF07,triploid
Astragalus_szovitsii_P008_WH01,tetraploid
Astragalus_tanguticus_P117_WC12,tetraploid
Astragalus_tarijensis_P009_WC04,diploid
Astragalus_taschkendicus_P008_WG06,diploid
Astragalus_tataricus_P028_WF07,tetraploid
Astragalus_tatjanae_P009_WF11,triploid
Astragalus_tegetarioides_P117_WE02,diploid
Astragalus_teheranicus_P008_WF05,tetraploid
Astragalus_tener_P007_WH01,tetraploid
Astragalus_tenuifolius_P008_WH11,tetraploid
Astragalus_tephrodes_P029_WA11,diploid
Astragalus_tephrolobus_P073_WD04,tetraploid
Astragalus_terminalis_P111_WH12,diploid
Astragalus_terrae-rubrae_P114_WC04,tetraploid
Astragalus_testiculatus_P009_WE05,tetraploid
Astragalus_tetrapterus_P008_WF11,tetraploid
Astragalus_thurberi_P026_WE01,tetraploid
Astragalus_tibetanus_P111_WG01,diploid
Astragalus_tidestromii_P007_WG11,diploid
Astragalus_tiehmii_P008_WE06,diploid
Astragalus_titanophilus_P008_WC02,tetraploid
Astragalus_toanus_P008_WC06,triploid
Astragalus_tolucanus_P026_WB04,triploid
Astragalus_tongolensis_P010_WB09,tetraploid
Astragalus_toquimanus_P008_WC08,diploid
Astragalus_tortuosus_P009_WE02,triploid
Astragalus_trachycarpus_P010_WB06,tetraploid
Astragalus_traskiae_P111_WD09,diploid
Astragalus_tribuloides_P010_WC04,tetraploid
Astragalus_tricarinatus_P007_WG01,diploid
Astragalus_trichanthus_P009_WA07,tetraploid
Astragalus_tricholobus_P007_WF06,tetraploid
Astragalus_trichopodus_P026_WD12,diploid
Astragalus_triflorus_P007_WF11,diploid
Astragalus_trigonus_P014_WB12,tetraploid
Astragalus_trimestris_P074_WB06,tetraploid
Astragalus_triqueter_P008_WG10,tetraploid
Astragalus_troglodytus_P009_WC06,diploid
Astragalus_tugarinovii_P008_WE12,tetraploid
Astragalus_turbinatus_P008_WE11,tetraploid
Astragalus_turcomanicus_P008_WE10,tetraploid
Astragalus_turczaninowii_P007_WF02,tetraploid
Astragalus_turolensis_P114_WD10,triploid
Astragalus_tweedyi_P007_WH02,diploid
Astragalus_tyghensis_P008_WD11,tetraploid
Astragalus_uliginosus_P073_WD05,triploid
Astragalus_umbellatus_P112_WD09,tetraploid
Astragalus_umbraticus_P008_WE03,diploid
Astragalus_uncialis_P008_WG05,diploid
Astragalus_uniflorus_P009_WC02,diploid
Astragalus_unifoliolatus_P013_WC11,diploid
Astragalus_uraniolimneus_P073_WD03,tetraploid
Astragalus_utahensis_P027_WE10,diploid
Astragalus_vaccarum_P026_WD11,diploid
Astragalus_valerianensis_P009_WE03,diploid
Astragalus_vallaris_P074_WA06,diploid
Astragalus_varius_P009_WC12,triploid
Astragalus_varzobicus_P013_WE03,tetraploid
Astragalus_vegetus_P073_WC12,tetraploid
Astragalus_velatus_P009_WD05,triploid
Astragalus_versicolor_P013_WE04,tetraploid
Astragalus_verticillatus_P006_WG04,triploid
Astragalus_vesicarius_P009_WH09,tetraploid
Astragalus_vesiculosus_P074_WA04,triploid
Astragalus_vexans_P007_WF10,tetraploid
Astragalus_vexilliflexus_P028_WA07,tetraploid
Astragalus_villosus_P028_WE09,triploid
Astragalus_virgaeformis_P007_WF09,triploid
Astragalus_viridiflorus_P013_WE07,tetraploid
Astragalus_vogelii_P014_WC12,tetraploid
Astragalus_vulpinus_P010_WB02,triploid
Astragalus_wardii_P029_WA09,diploid
Astragalus_waterfallii_P008_WB05,diploid
Astragalus_webberi_P008_WB04,diploid
Astragalus_webbianus_P007_WF03,triploid
Astragalus_weberbaueri_P009_WG08,diploid
Astragalus_weddellianus_P009_WG10,diploid
Astragalus_welshii_P111_WG02,diploid
Astragalus_wetherillii_P008_WC04,diploid
Astragalus_wingatanus_P007_WG06,diploid
Astragalus_wittmannii_P010_WA09,tetraploid
Astragalus_woodruffii_P007_WG05,triploid
Astragalus_wootonii_P026_WD10,tetraploid
Astragalus_wrightii_P010_WA10,diploid
Astragalus_xanthomeloides_P013_WE08,tetraploid
Astragalus_xiphidioides_P007_WH07,tetraploid
Astragalus_xiphidium_P009_WB05,tetraploid
Astragalus_yoder-williamsii_P065_WH07,diploid
Astragalus_zagrosicus_P063_WF06,diploid
Astragalus_zanskarensis_P001_WF06,tetraploid
Astragalus_zingeri_P074_WC10,tetraploid
Astragalus_zionis_P117_WC05,diploid
Astragalus_zuvanticus_P009_WF04,triploid
Carmichaelia_violacea_P021_WE12,tetraploid
Clianthus_puniceus_P014_WD03,diploid
Colutea_abyssinica_P032_WG07,tetraploid
Eremosparton_flaccidum_P095_WB10,tetraploid
Erophaca_baetica_P084_WC04,tetraploid
Hedysarum_boreale_P027_WG07,tetraploid
Lessertia_capitata_P032_WA09,tetraploid
Onobrychis_conferta_P030_WG06,triploid
Oxytropis_adamsiana,tetraploid
Oxytropis_albana,tetraploid
Oxytropis_arctica,tetraploid
Oxytropis_aspera,triploid
Oxytropis_aucheri,tetraploid
Oxytropis_bella,triploid
Oxytropis_besseyi,tetraploid
Oxytropis_bicolor,tetraploid
Oxytropis_campanulata,tetraploid
Oxytropis_campestris,tetraploid
Oxytropis_chionobia,triploid
Oxytropis_ciliata,tetraploid
Oxytropis_czukotica,tetraploid
Oxytropis_deflexa,tetraploid
Oxytropis_eriocarpa,tetraploid
Oxytropis_exserta,triploid
Oxytropis_falcata,tetraploid
Oxytropis_grandiflora,tetraploid
Oxytropis_hirta,triploid
Oxytropis_humifusa,tetraploid
Oxytropis_immersa,tetraploid
Oxytropis_jacquinii,tetraploid
Oxytropis_jonesii,tetraploid
Oxytropis_jordalii,tetraploid
Oxytropis_kansuensis,diploid
Oxytropis_kobukensis,tetraploid
Oxytropis_koyukukensis,triploid
Oxytropis_lagopus,tetraploid
Oxytropis_lambertii,tetraploid
Oxytropis_lapponica,tetraploid
Oxytropis_macrocarpa,diploid
Oxytropis_maydelliana,tetraploid
Oxytropis_melanocalyx,tetraploid
Oxytropis_mertensiana,tetraploid
Oxytropis_michelsonii,diploid
Oxytropis_microphylla,tetraploid
Oxytropis_mollis,triploid
Oxytropis_multiceps,tetraploid
Oxytropis_nana,tetraploid
Oxytropis_neglecta,tetraploid
Oxytropis_nigrescens,tetraploid
Oxytropis_nutans,tetraploid
Oxytropis_obnapiformis,tetraploid
Oxytropis_ochotensis,tetraploid
Oxytropis_ochrocephala,tetraploid
Oxytropis_ochroleuca,triploid
Oxytropis_oreophila,tetraploid
Oxytropis_oxyphylloides,tetraploid
Oxytropis_parryi,tetraploid
Oxytropis_pauciflora,triploid
Oxytropis_pilosa,triploid
Oxytropis_podoloba,tetraploid
Oxytropis_poncinsii,tetraploid
Oxytropis_qinghaiensis,tetraploid
Oxytropis_racemosa,tetraploid
Oxytropis_recognita,tetraploid
Oxytropis_riparia,tetraploid
Oxytropis_roseiformis,tetraploid
Oxytropis_savellanica,tetraploid
Oxytropis_scammaniana,tetraploid
Oxytropis_sericea,triploid
Oxytropis_splendens,tetraploid
Oxytropis_squammulosa,tetraploid
Oxytropis_strobilacea,tetraploid
Oxytropis_talassica,tetraploid
Oxytropis_taochensis,tetraploid
Oxytropis_tianschanica,tetraploid
Oxytropis_vassilievii,tetraploid
Oxytropis_viscida,tetraploid
Oxytropis_williamsii,triploid
Oxytropis_yunnanensis,triploid
Phyllolobium_tribulifolium_P005_WB05,tetraploid
Smirnowia_turkestana_P103_WF11,tetraploid
Sphaerophysa_salsula_P023_WG07,tetraploid
Sutherlandia_microphylla_P024_WD09,triploid
Swainsona_formosa_P010_WG10,tetraploid
Tragacantha_ammodendron_P100_WD01,tetraploid
Tragacantha_angarensis_P100_WD02,tetraploid
Tragacantha_declinata_P100_WD03,tetraploid
Tragacantha_densifolia_P100_WD05,tetraploid
Tragacantha_emarginata_P100_WD04,triploid
Tragacantha_fasciculifolia_P074_WH03,triploid
Tragacantha_frigida_P100_WC11,tetraploid
Tragacantha_penduliflora_P102_WH11,diploid
Tragacantha_tabriziana_P100_WB12,tetraploid
Wisteria_sinensis_P077_WG05,tetraploid
